Timestamp,Message Type,Voltage (V),Current (A),Remaining (%),Servo1 Output,Servo2 Output,Servo3 Output,Servo4 Output,Altitude (m),Roll,Pitch,Yaw,Acceleration Z (m/s^2),ESC Data,ESC Info
1771010091.815135,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010091.9251254,ATTITUDE,,,,,,,,,0.01156259048730135,-0.014225410297513008,-0.00021785148419439793,,,
1771010091.9998193,ALTITUDE,,,,,,,,587.099609375,,,,,,
1771010092.0077384,EXTENDED_SYS_STATE,,,,,,,,,,,,,,
1771010092.0226173,LOCAL_POSITION_NED,,,,,,,,,,,,,,
1771010092.035158,SCALED_PRESSURE,,,,,,,,,,,,,,
1771010092.0468938,SERVO_OUTPUT_RAW,,,,0,0,0,0,,,,,,,
1771010092.056125,SYS_STATUS,,,,,,,,,,,,,,
1771010092.071219,UNKNOWN_8,,,,,,,,,,,,,,
1771010092.0879695,MISSION_CURRENT,,,,,,,,,,,,,,
1771010092.0961344,ATTITUDE,,,,,,,,,0.011509397067129612,-0.014293882995843887,-7.923233351903036e-05,,,
1771010092.1128137,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010092.184597,GPS_RAW_INT,,,,,,,,,,,,,,
1771010092.3007617,ATTITUDE,,,,,,,,,0.011432886123657227,-0.014401237480342388,-8.649179653730243e-05,,,
1771010092.4165814,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010092.5313892,ATTITUDE,,,,,,,,,0.011370760388672352,-0.014575857669115067,1.143889039667556e-05,,,
1771010092.596091,VFR_HUD,,,,,,,,,,,,,,
1771010092.8151143,ATTITUDE,,,,,,,,,0.011326541192829609,-0.014722493477165699,5.4872150940354913e-05,,,
1771010092.8251932,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010092.835026,HEARTBEAT,,,,,,,,,,,,,,
1771010092.8499095,GPS_RAW_INT,,,,,,,,,,,,,,
1771010092.923579,POSITION_TARGET_LOCAL_NED,,,,,,,,,,,,,,
1771010092.9348884,MISSION_CURRENT,,,,,,,,,,,,,,
1771010092.9989772,ATTITUDE,,,,,,,,,0.01131611131131649,-0.01485690288245678,0.00010127402492798865,,,
1771010093.1148984,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010093.185716,ATTITUDE,,,,,,,,,0.011186912655830383,-0.014956296421587467,0.00017320740153081715,,,
1771010093.3532152,ATTITUDE_TARGET,,,,,,,,,,,,,,
1771010093.3652587,VFR_HUD,,,,,,,,,,,,,,
1771010093.4288654,ATTITUDE,,,,,,,,,0.011090509593486786,-0.015083163976669312,0.00015070282097440213,,,
1771010093.436242,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010093.5051966,GPS_RAW_INT,,,,,,,,,,,,,,
1771010093.5171945,GPS_STATUS,,,,,,,,,,,,,,
1771010093.639866,ATTITUDE,,,,,,,,,0.011016188189387321,-0.015179931186139584,9.43042614380829e-05,,,
1771010093.70385,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010093.7651055,HEARTBEAT,,,,,,,,,,,,,,
1771010093.8322916,ATTITUDE,,,,,,,,,0.010915338061749935,-0.015264960005879402,3.690001176437363e-05,,,
1771010093.9535077,MISSION_CURRENT,,,,,,,,,,,,,,
1771010094.0748894,ATTITUDE,,,,,,,,,0.010829934850335121,-0.015346274711191654,4.1798022721195593e-05,,,
1771010094.0879753,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010094.0978494,GPS_RAW_INT,,,,,,,,,,,,,,
1771010094.1689057,VFR_HUD,,,,,,,,,,,,,,
1771010094.28537,ATTITUDE,,,,,,,,,0.010787165723741055,-0.01543530821800232,-5.10212544213573e-07,,,
1771010094.3970063,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010094.515265,ATTITUDE,,,,,,,,,0.010682782158255577,-0.015479372814297676,-0.00014269242819864303,,,
1771010094.685081,ATTITUDE,,,,,,,,,0.010622148402035236,-0.015491683967411518,-0.00025150191504508257,,,
1771010094.6973326,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010094.7592742,GPS_RAW_INT,,,,,,,,,,,,,,
1771010094.7706857,HEARTBEAT,,,,,,,,,,,,,,
1771010094.8951724,ATTITUDE,,,,,,,,,0.010557141155004501,-0.015562736429274082,-0.00031716443481855094,,,
1771010094.955048,MISSION_CURRENT,,,,,,,,,,,,,,
1771010095.0193417,ATTITUDE_TARGET,,,,,,,,,,,,,,
1771010095.0351255,VFR_HUD,,,,,,,,,,,,,,
1771010095.0451858,ATTITUDE_QUATERNION,,,,,,,,,,,,,,
1771010095.0596497,POSITION_TARGET_LOCAL_NED,,,,,,,,,,,,,,
1771010095.1750944,ATTITUDE,,,,,,,,,0.010486176237463951,-0.015589587390422821,-0.00036406805156730115,,,
1771010095.1905773,ALTITUDE,,,,,,,,587.26611328125,,,,,,
1771010095.2051327,EXTENDED_SYS_STATE,,,,,,,,,,,,,,
1771010095.2151423,LOCAL_POSITION_NED,,,,,,,,,,,,,,
