Timestamp,Message Type,Voltage (V),Current (A),Remaining (%),Servo1 Output,Servo2 Output,Servo8 Output,Servo4 Output,Altitude (m),Roll,Pitch,Yaw,Yaw Rate (rad/s),Acceleration Z (m/s^2),Local X (m),Local Y (m),Local Z (m),Vibration X,Vibration Y,Vibration Z,ESC Info
1771017858.09688,ATTITUDE,,,,,,,,,0.0019676012452691793,-0.026218362152576447,0.19099868834018707,-0.0012198074255138636,,,,,,,,
1771017858.2370226,ATTITUDE,,,,,,,,,0.0019477859605103731,-0.026080315932631493,0.19054517149925232,0.0008272428531199694,,,,,,,,
1771017858.4959064,ATTITUDE,,,,,,,,,0.001829652115702629,-0.02600867673754692,0.19025518000125885,0.00012570788385346532,,,,,,,,
1771017858.6928728,ATTITUDE,,,,,,,,,0.001714498270303011,-0.025916440412402153,0.19003142416477203,-0.0001679621054790914,,,,,,,,
1771017858.884886,ALTITUDE,,,,,,,,597.769287109375,,,,,,,,,,,,
1771017858.9093673,LOCAL_POSITION_NED,,,,,,,,,,,,,,7.086019515991211,11.028554916381836,-0.08743558824062347,,,,
1771017858.939872,SERVO_OUTPUT_RAW,,,,0,0,0,0,,,,,,,,,,,,,
1771017859.0111916,ATTITUDE,,,,,,,,,0.0017054268391802907,-0.025880221277475357,0.1895928531885147,-9.186399984173477e-05,,,,,,,,
1771017859.1912231,ATTITUDE,,,,,,,,,0.0016283560544252396,-0.02587141841650009,0.18922287225723267,0.0015785580035299063,,,,,,,,
1771017859.2556665,BATTERY_STATUS,11.573,0.0,62,,,,,,,,,,,,,,,,,
1771017859.4611185,ATTITUDE,,,,,,,,,0.0016201728722080588,-0.025808170437812805,0.18872928619384766,0.0006099747261032462,,,,,,,,
1771017859.6568632,ATTITUDE,,,,,,,,,0.0015459861606359482,-0.025717195123434067,0.18801183998584747,0.0013860240578651428,,,,,,,,
1771017859.9029474,ATTITUDE,,,,,,,,,0.0014970146585255861,-0.025668296962976456,0.1871885508298874,0.00023561701527796686,,,,,,,,
1771017860.0953202,ATTITUDE,,,,,,,,,0.0014541669515892863,-0.02561754360795021,0.1863381266593933,0.0002470462932251394,,,,,,,,
1771017860.363846,ATTITUDE,,,,,,,,,0.0014390659052878618,-0.025605130940675735,0.18550081551074982,-5.690768011845648e-05,,,,,,,,
1771017860.5569682,ATTITUDE,,,,,,,,,0.0014624686446040869,-0.02555188722908497,0.18458689749240875,0.00010866970114875585,,,,,,,,
1771017860.8078609,ATTITUDE,,,,,,,,,0.001472948701120913,-0.025489265099167824,0.18367400765419006,-0.000915611395612359,,,,,,,,
1771017861.0235317,ATTITUDE,,,,,,,,,0.0013716825051233172,-0.025408543646335602,0.18301300704479218,0.00014138502592686564,,,,,,,,
1771017861.3072667,ATTITUDE,,,,,,,,,0.001390816061757505,-0.02542649582028389,0.18230462074279785,-0.0009941277094185352,,,,,,,,
1771017861.3192558,VIBRATION,,,,,,,,,,,,,,,,,5.538435335350478e-11,0.0024210605770349503,0.03112114779651165,
1771017861.4999144,ATTITUDE,,,,,,,,,0.0014374552993103862,-0.02534237690269947,0.18176999688148499,0.00020129862241446972,,,,,,,,
1771017861.7433567,ATTITUDE,,,,,,,,,0.001413838006556034,-0.025251630693674088,0.1813689023256302,7.896281022112817e-05,,,,,,,,
1771017861.97283,ATTITUDE,,,,,,,,,0.0013560140505433083,-0.025118352845311165,0.1810074895620346,0.0006521055474877357,,,,,,,,
1771017862.2084093,ATTITUDE,,,,,,,,,0.0013662786222994328,-0.025062521919608116,0.1806255728006363,0.0001470109127694741,,,,,,,,
1771017862.394759,ALTITUDE,,,,,,,,598.47216796875,,,,,,,,,,,,
1771017862.4189398,LOCAL_POSITION_NED,,,,,,,,,,,,,,7.084647178649902,11.027251243591309,-0.20375889539718628,,,,
1771017862.4428387,SERVO_OUTPUT_RAW,,,,0,0,0,0,,,,,,,,,,,,,
1771017862.4963205,ATTITUDE,,,,,,,,,0.0013689910992980003,-0.024903791025280952,0.18028807640075684,-0.00045291957212612033,,,,,,,,
1771017862.6786659,ATTITUDE,,,,,,,,,0.001323200180195272,-0.02486514300107956,0.18000638484954834,-0.0001940591901075095,,,,,,,,
1771017862.8892643,ATTITUDE,,,,,,,,,0.0012505444465205073,-0.024776164442300797,0.17988519370555878,6.419718556571752e-05,,,,,,,,
1771017863.1471138,ATTITUDE,,,,,,,,,0.0011850320734083652,-0.0247364304959774,0.1795923411846161,-0.0046775685623288155,,,,,,,,
1771017863.3328133,ATTITUDE,,,,,,,,,0.0010888081742450595,-0.023100467398762703,0.1789417713880539,-0.004656389355659485,,,,,,,,
1771017863.6698515,ATTITUDE,,,,,,,,,0.0010977654019370675,-0.022064583376049995,0.17878425121307373,0.03900432959198952,,,,,,,,
1771017863.857264,ATTITUDE,,,,,,,,,0.0010536124464124441,-0.021876445040106773,0.17875301837921143,0.027605615556240082,,,,,,,,
1771017864.1143835,ATTITUDE,,,,,,,,,0.0011194641701877117,-0.02189577743411064,0.17890651524066925,-0.019050661474466324,,,,,,,,
1771017864.2945914,ATTITUDE,,,,,,,,,0.0009860479040071368,-0.02176738902926445,0.17944851517677307,0.02876490354537964,,,,,,,,
